k__Archaea	p__Candidatus_Korarchaeota	g__Candidatus_Korarchaeum	s__Candidatus_Korarchaeum_cryptofilum
k__Archaea	p__Candidatus_Micrarchaeota	s__Candidatus_Micrarchaeota_archaeon_Mia14
k__Archaea	p__Crenarchaeota	c__Thermoprotei	o__Acidilobales	f__Acidilobaceae	g__Acidilobus	s__Acidilobus_saccharovorans
k__Viruses	o__Caudovirales	s__Pseudoalteromonas_phage_H103
k__Viruses	o__Caudovirales	s__Rhizobium_phage_RHEph10
k__Viruses	o__Caudovirales	s__Salmonella_phage_BP63
k__Viruses	o__Caudovirales	s__Salmonella_phage_ST64B
k__Viruses	o__Caudovirales	s__Streptococcus_phage_315.5
k__Viruses	o__Caudovirales	s__Streptococcus_phage_phiARI0131-2
k__Viruses	o__Caudovirales	s__Tetrasphaera_phage_TJE1
k__Viruses	o__Caudovirales	s__Thermus_phage_phi_OH2
k__Viruses	o__Caudovirales	s__Xanthomonas_phage_Xp15
k__Viruses	o__Herpesvirales	f__Alloherpesviridae	g__Batrachovirus	s__Ranid_herpesvirus_1
k__Viruses	o__Herpesvirales	f__Alloherpesviridae	g__Batrachovirus	s__Ranid_herpesvirus_2
k__Viruses	o__Herpesvirales	f__Alloherpesviridae	g__Batrachovirus	s__Ranid_herpesvirus_3
k__Viruses	o__Herpesvirales	f__Alloherpesviridae	g__Cyprinivirus	s__Anguillid_herpesvirus_1
k__Viruses	o__Herpesvirales	f__Alloherpesviridae	g__Cyprinivirus	s__Cyprinid_herpesvirus_1
k__Viruses	o__Herpesvirales	f__Alloherpesviridae	g__Cyprinivirus	s__Cyprinid_herpesvirus_2
k__Viruses	o__Herpesvirales	f__Alloherpesviridae	g__Cyprinivirus	s__Cyprinid_herpesvirus_3
k__Viruses	o__Herpesvirales	f__Alloherpesviridae	g__Ictalurivirus	s__Ictalurid_herpesvirus_1
k__Viruses	o__Herpesvirales	f__Alloherpesviridae	g__Ictalurivirus	s__Ictalurid_herpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Cytomegalovirus	s__Aotine_betaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Cytomegalovirus	s__Cercopithecine_betaherpesvirus_5
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Cytomegalovirus	s__Cynomolgus_cytomegalovirus
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Cytomegalovirus	s__Human_betaherpesvirus_5
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Cytomegalovirus	s__Macacine_betaherpesvirus_3
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Cytomegalovirus	s__Panine_betaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Cytomegalovirus	s__Saimiriine_betaherpesvirus_4
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Iltovirus	s__Gallid_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Iltovirus	s__Psittacid_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Lymphocryptovirus	s__Callitrichine_gammaherpesvirus_3
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Lymphocryptovirus	s__Human_gammaherpesvirus_4
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Lymphocryptovirus	s__Macacine_gammaherpesvirus_4
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Macavirus	s__Alcelaphine_gammaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Macavirus	s__Alcelaphine_gammaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Macavirus	s__Bovine_gammaherpesvirus_6
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Macavirus	s__Ovine_gammaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Mardivirus	s__Anatid_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Mardivirus	s__Columbid_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Mardivirus	s__Gallid_alphaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Mardivirus	s__Gallid_alphaherpesvirus_3
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Mardivirus	s__Meleagrid_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Mardivirus	s__Sphenicid_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Muromegalovirus	s__Murid_betaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Muromegalovirus	s__Murid_betaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Muromegalovirus	s__Murid_betaherpesvirus_8
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Percavirus	s__Equid_gammaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Percavirus	s__Equid_gammaherpesvirus_5
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Proboscivirus	s__Elephant_endotheliotropic_herpesvirus_4
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Proboscivirus	s__Elephant_endotheliotropic_herpesvirus_5
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Proboscivirus	s__Elephantid_betaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Rhadinovirus	s__Ateline_gammaherpesvirus_3
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Rhadinovirus	s__Bovine_gammaherpesvirus_4
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Rhadinovirus	s__Common_bottlenose_dolphin_gammaherpesvirus_1_strain_Sarasota
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Rhadinovirus	s__Cricetid_gammaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Rhadinovirus	s__Human_gammaherpesvirus_8
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Rhadinovirus	s__Macacine_gammaherpesvirus_5
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Rhadinovirus	s__Murid_gammaherpesvirus_4
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Rhadinovirus	s__Saimiriine_gammaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Roseolovirus	s__Human_betaherpesvirus_6A
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Roseolovirus	s__Human_betaherpesvirus_6B
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Roseolovirus	s__Human_betaherpesvirus_7
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Roseolovirus	s__Macaca_nemestrina_herpesvirus_7
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Roseolovirus	s__Murine_roseolovirus
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Scutavirus	s__Chelonid_alphaherpesvirus_5
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Scutavirus	s__Testudinid_herpesvirus_3
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	s__Ateline_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	s__Cercopithecine_alphaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	s__Fruit_bat_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	s__Human_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	s__Human_alphaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	s__Leporid_alphaherpesvirus_4
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	s__Macacine_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	s__Macropodid_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	s__Panine_alphaherpesvirus_3
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	s__Papiine_alphaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Simplexvirus	s__Saimiriine_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Bovine_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Bovine_alphaherpesvirus_5
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Canid_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Cercopithecine_alphaherpesvirus_9
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Equid_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Equid_alphaherpesvirus_3
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Equid_alphaherpesvirus_4
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Equid_alphaherpesvirus_8
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Equid_alphaherpesvirus_9
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Felid_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Human_alphaherpesvirus_3
k__Viruses	o__Herpesvirales	f__Herpesviridae	g__Varicellovirus	s__Suid_alphaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	s__Caviid_betaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	s__Felis_catus_gammaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Herpesviridae	s__Myotis_gammaherpesvirus_8
k__Viruses	o__Herpesvirales	f__Herpesviridae	s__Suid_betaherpesvirus_2
k__Viruses	o__Herpesvirales	f__Herpesviridae	s__Tupaiid_betaherpesvirus_1
k__Viruses	o__Herpesvirales	f__Malacoherpesviridae	g__Aurivirus	s__Haliotid_herpesvirus_1
k__Viruses	o__Herpesvirales	f__Malacoherpesviridae	g__Ostreavirus	s__Ostreid_herpesvirus_1
k__Viruses	o__Ligamenvirales	f__Lipothrixviridae	g__Betalipothrixvirus	s__Acidianus_filamentous_virus_3
k__Viruses	o__Ligamenvirales	f__Lipothrixviridae	g__Betalipothrixvirus	s__Acidianus_filamentous_virus_6
k__Viruses	o__Ligamenvirales	f__Lipothrixviridae	g__Betalipothrixvirus	s__Acidianus_filamentous_virus_7
k__Viruses	o__Ligamenvirales	f__Lipothrixviridae	g__Betalipothrixvirus	s__Acidianus_filamentous_virus_8
k__Viruses	o__Ligamenvirales	f__Lipothrixviridae	g__Betalipothrixvirus	s__Acidianus_filamentous_virus_9
k__Viruses	o__Ligamenvirales	f__Lipothrixviridae	g__Betalipothrixvirus	s__Sulfolobus_islandicus_filamentous_virus
k__Viruses	o__Ligamenvirales	f__Lipothrixviridae	g__Deltalipothrixvirus	s__Acidianus_filamentous_virus_2
k__Viruses	o__Ligamenvirales	f__Lipothrixviridae	g__Gammalipothrixvirus	s__Acidianus_filamentous_virus_1
k__Viruses	o__Ligamenvirales	f__Rudiviridae	g__Rudivirus	s__Acidianus_rod-shaped_virus_1
k__Viruses	o__Ligamenvirales	f__Rudiviridae	g__Rudivirus	s__Acidianus_rod-shaped_virus_2
k__Viruses	o__Ligamenvirales	f__Rudiviridae	g__Rudivirus	s__Stygiolobus_rod-shaped_virus
k__Viruses	o__Ligamenvirales	f__Rudiviridae	g__Rudivirus	s__Sulfolobales_Mexican_rudivirus_1
k__Viruses	o__Ligamenvirales	f__Rudiviridae	g__Rudivirus	s__Sulfolobus_islandicus_rod-shaped_virus_1
k__Viruses	o__Ligamenvirales	f__Rudiviridae	g__Rudivirus	s__Sulfolobus_islandicus_rod-shaped_virus_2
k__Viruses	o__Ligamenvirales	f__Rudiviridae	s__Sulfolobus_islandicus_rod-shaped_virus_10
k__Viruses	o__Ligamenvirales	f__Rudiviridae	s__Sulfolobus_islandicus_rod-shaped_virus_11
k__Viruses	o__Ligamenvirales	f__Rudiviridae	s__Sulfolobus_islandicus_rod-shaped_virus_4
k__Viruses	o__Ligamenvirales	f__Rudiviridae	s__Sulfolobus_islandicus_rod-shaped_virus_5
k__Viruses	o__Ligamenvirales	f__Rudiviridae	s__Sulfolobus_islandicus_rod-shaped_virus_6
k__Viruses	o__Ligamenvirales	f__Rudiviridae	s__Sulfolobus_islandicus_rod-shaped_virus_7
k__Viruses	o__Ligamenvirales	f__Rudiviridae	s__Sulfolobus_islandicus_rod-shaped_virus_8
k__Viruses	o__Ligamenvirales	f__Rudiviridae	s__Sulfolobus_islandicus_rod-shaped_virus_9
k__Viruses	o__Ligamenvirales	f__Rudiviridae	s__Sulfolobus_islandicus_rudivirus_3
k__Viruses	o__Mononegavirales	f__Bornaviridae	g__Orthobornavirus	s__Elapid_1_orthobornavirus
k__Viruses	o__Mononegavirales	f__Bornaviridae	g__Orthobornavirus	s__Mammalian_1_orthobornavirus
k__Viruses	o__Mononegavirales	f__Bornaviridae	g__Orthobornavirus	s__Mammalian_2_orthobornavirus
k__Viruses	o__Mononegavirales	f__Bornaviridae	g__Orthobornavirus	s__Passeriform_1_orthobornavirus
k__Viruses	o__Mononegavirales	f__Bornaviridae	g__Orthobornavirus	s__Psittaciform_1_orthobornavirus
k__Viruses	o__Mononegavirales	f__Bornaviridae	g__Orthobornavirus	s__Psittaciform_2_orthobornavirus
k__Viruses	o__Mononegavirales	f__Bornaviridae	g__Orthobornavirus	s__Waterbird_1_orthobornavirus
k__Viruses	o__Mononegavirales	f__Filoviridae	g__Cuevavirus	s__Lloviu_cuevavirus
k__Viruses	o__Mononegavirales	f__Filoviridae	g__Ebolavirus	s__Bundibugyo_ebolavirus
k__Viruses	o__Mononegavirales	f__Filoviridae	g__Ebolavirus	s__Reston_ebolavirus
k__Viruses	o__Mononegavirales	f__Filoviridae	g__Ebolavirus	s__Sudan_ebolavirus
k__Viruses	o__Mononegavirales	f__Filoviridae	g__Ebolavirus	s__Tai_Forest_ebolavirus
k__Viruses	o__Mononegavirales	f__Filoviridae	g__Ebolavirus	s__Zaire_ebolavirus
k__Viruses	o__Mononegavirales	f__Filoviridae	g__Marburgvirus	s__Marburg_marburgvirus
k__Viruses	o__Mononegavirales	f__Mymonaviridae	g__Sclerotimonavirus	s__Sclerotinia_sclerotimonavirus
k__Viruses	o__Mononegavirales	f__Nyamiviridae	g__Nyavirus	s__Midway_nyavirus
k__Viruses	o__Mononegavirales	f__Nyamiviridae	g__Nyavirus	s__Nyamanini_nyavirus
k__Viruses	o__Mononegavirales	f__Nyamiviridae	g__Nyavirus	s__Sierra_Nevada_nyavirus
k__Viruses	o__Mononegavirales	f__Nyamiviridae	g__Socyvirus	s__Soybean_cyst_nematode_socyvirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Aquaparamyxovirus	s__Salmon_aquaparamyxovirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_1
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_10
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_11
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_12
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_13
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_15
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_2
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_3
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_4
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_5
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_6
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_7
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_8
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Avian_avulavirus_9
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Avulavirus	s__Goose_paramyxovirus_SF02
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Ferlavirus	s__Reptilian_ferlavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Henipavirus	s__Cedar_henipavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Henipavirus	s__Ghanaian_bat_henipavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Henipavirus	s__Hendra_henipavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Henipavirus	s__Mojiang_henipavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Henipavirus	s__Nipah_henipavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Morbillivirus	s__Canine_morbillivirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Morbillivirus	s__Cetacean_morbillivirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Morbillivirus	s__Feline_morbillivirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Morbillivirus	s__Measles_morbillivirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Morbillivirus	s__Phocine_morbillivirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Morbillivirus	s__Rinderpest_morbillivirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Morbillivirus	s__Small_ruminant_morbillivirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Respirovirus	s__Bovine_respirovirus_3
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Respirovirus	s__Human_respirovirus_1
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Respirovirus	s__Human_respirovirus_3
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Respirovirus	s__Murine_respirovirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Respirovirus	s__Porcine_respirovirus_1
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Achimota_rubulavirus_1
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Achimota_rubulavirus_2
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Human_rubulavirus_2
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Human_rubulavirus_4
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Mammalian_rubulavirus_5
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Mapuera_rubulavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Menangle_rubulavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Mumps_rubulavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Porcine_rubulavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Simian_rubulavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Sosuga_rubulavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Teviot_rubulavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Tioman_rubulavirus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Tuhoko_rubulavirus_1
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Tuhoko_rubulavirus_2
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	g__Rubulavirus	s__Tuhoko_rubulavirus_3
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	s__Beilong_virus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	s__J-virus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	s__Mossman_virus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	s__Nariva_virus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	s__Salem_virus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	s__Tailam_virus
k__Viruses	o__Mononegavirales	f__Paramyxoviridae	s__Tupaia_paramyxovirus
k__Viruses	o__Mononegavirales	f__Pneumoviridae	g__Metapneumovirus	s__Avian_metapneumovirus
k__Viruses	o__Mononegavirales	f__Pneumoviridae	g__Metapneumovirus	s__Human_metapneumovirus
k__Viruses	o__Mononegavirales	f__Pneumoviridae	g__Orthopneumovirus	s__Bovine_orthopneumovirus
k__Viruses	o__Mononegavirales	f__Pneumoviridae	g__Orthopneumovirus	s__Human_orthopneumovirus
k__Viruses	o__Mononegavirales	f__Pneumoviridae	g__Orthopneumovirus	s__Murine_orthopneumovirus
k__Viruses	o__Mononegavirales	f__Pneumoviridae	s__Canine_pneumovirus
k__Viruses	o__Mononegavirales	f__Pneumoviridae	s__Respiratory_syncytial_virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Almendravirus	s__Arboretum_almendravirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Almendravirus	s__Balsa_almendravirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Almendravirus	s__Coot_Bay_almendravirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Almendravirus	s__Puerto_Almendras_almendravirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Almendravirus	s__Rio_Chico_almendravirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Curiovirus	s__Curionopolis_curiovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Curiovirus	s__Iriri_curiovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Curiovirus	s__Itacaiunas_curiovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Curiovirus	s__Rochambeau_curiovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	s__Alfalfa_dwarf_cytorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	s__Barley_yellow_striate_mosaic_cytorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	s__Colocasia_bobone_disease-associated_cytorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	s__Lettuce_necrotic_yellows_cytorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	s__Lettuce_yellow_mottle_cytorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	s__Northern_cereal_mosaic_cytorhabdovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	s__Persimmon_virus_A
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	s__Wuhan_Insect_virus_4
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	s__Wuhan_Insect_virus_5
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Cytorhabdovirus	s__Wuhan_Insect_virus_6
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Dichorhavirus	s__Orchid_fleck_dichorhavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus	s__Adelaide_River_ephemerovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus	s__Berrimah_ephemerovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus	s__Bovine_fever_ephemerovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus	s__Kimberley_ephemerovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus	s__Koolpinyah_ephemerovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus	s__Kotonkan_ephemerovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus	s__Malakal_virus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus	s__Obodhiang_ephemerovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ephemerovirus	s__Yata_ephemerovirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Flanders_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Gray_Lodge_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Hart_Park_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Joinjakaka_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Kamese_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__La_Joya_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Landjia_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Manitoba_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Marco_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Mosqueiro_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Ngaingan_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Ord_River_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Parry_Creek_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Hapavirus	s__Wongabel_hapavirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Barur_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Fikirini_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Fukuoka_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Kern_Canyon_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Keuraliba_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Kolente_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Kumasi_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Le_Dantec_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Mount_Elgon_bat_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Nkolbisson_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Oita_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Wuhan_ledantevirus
k__Viruses	o__Mononegavirales	f__Rhabdoviridae	g__Ledantevirus	s__Yongjia_ledantevirus
