name	taxonomy_id	taxonomy_lvl	GF6-1P.bracken_num	GF6-1P.bracken_frac	GF6-2P.bracken_num	GF6-2P.bracken_frac	GF6-3P.bracken_num	GF6-3P.bracken_frac	GF7-1P.bracken_num	GF7-1P.bracken_frac	GF7-2P.bracken_num	GF7-2P.bracken_frac	GF7-3P.bracken_num	GF7-3P.bracken_frac	P2558.bracken_num	P2558.bracken_frac	P2560.bracken_num	P2560.bracken_frac	P2618.bracken_num	P2618.bracken_frac	P2620.bracken_num	P2620.bracken_frac	Q1T1.bracken_num	Q1T1.bracken_frac	Q2T2.bracken_num	Q2T2.bracken_frac	Q3T3.bracken_num	Q3T3.bracken_frac	Q4T7.bracken_num	Q4T7.bracken_frac	Q4T8.bracken_num	Q4T8.bracken_frac	Q5T4.bracken_num	Q5T4.bracken_frac	Q5T5.bracken_num	Q5T5.bracken_frac	Q5T6.bracken_num	Q5T6.bracken_frac	Q5T9.bracken_num	Q5T9.bracken_frac	Q6T10.bracken_num	Q6T10.bracken_frac
Kluyvera intermedia	61648	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00001	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Macrococcus caseolyticus	69966	S	24	0.00002	108	0.00006	64	0.00007	240	0.00011	515	0.00021	529	0.00019	0	0.00000	0	0.00000	19493	0.00186	10607	0.00204	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1172	0.00031	1573	0.00024
Staphylococcus sciuri	1296	S	136	0.00010	1248	0.00070	696	0.00077	2484	0.00110	3366	0.00136	4412	0.00155	163	0.00003	3282	0.00020	481	0.00005	29	0.00001	85	0.00006	18	0.00000	10	0.00000	64	0.00002	63	0.00004	34	0.00015	816	0.00042	28	0.00003	92	0.00002	200	0.00003
Oleiphilus messinensis	141451	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000
Actinomyces oris	544580	S	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus ferus	1345	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00001	14	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brochothrix thermosphacta	2756	S	46	0.00003	128	0.00007	10	0.00001	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	24	0.00000	27	0.00001	10	0.00001	0	0.00000	0	0.00000	36	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	14	0.00000
Lactococcus phage M5938	1862960	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1911	0.00048	553	0.00035	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Psychrobacter sp. P11G5	1699624	S	0	0.00000	39	0.00002	28	0.00003	0	0.00000	0	0.00000	0	0.00000	48	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	453	0.00011	59	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nakamurella multipartita	53461	S	16	0.00001	12	0.00001	0	0.00000	0	0.00000	11	0.00000	13	0.00000	18	0.00000	24	0.00000	21	0.00000	0	0.00000	110	0.00007	181	0.00005	167	0.00005	92	0.00002	23	0.00001	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000
Lactobacillus rhamnosus	47715	S	29	0.00002	0	0.00000	112	0.00012	517	0.00023	953	0.00038	845	0.00030	482	0.00009	0	0.00000	14693	0.00140	3270	0.00063	0	0.00000	0	0.00000	0	0.00000	793	0.00020	526	0.00034	0	0.00000	0	0.00000	0	0.00000	53	0.00001	95	0.00001
Pseudonocardia dioxanivorans	240495	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vulgatibacter incomptus	1391653	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Lactobacillus fermentum	1613	S	45	0.00003	253	0.00014	341	0.00038	649	0.00029	1744	0.00070	1515	0.00053	379	0.00007	44759	0.00269	36368	0.00347	11354	0.00218	0	0.00000	0	0.00000	0	0.00000	2049	0.00052	895	0.00057	0	0.00000	0	0.00000	0	0.00000	9212	0.00243	10720	0.00165
Elizabethkingia miricola	172045	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	120	0.00003	504	0.00008
Staphylococcus virus SEP9	1922247	S	15	0.00001	42	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodococcus sp. 2G	1570939	S	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	126	0.00008	124	0.00003	118	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paenarthrobacter aurescens	43663	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Serratia fonticola	47917	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	22	0.00000	20	0.00000	0	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium diphtheriae	1717	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	452	0.00008	0	0.00000	34	0.00000	24	0.00000	19	0.00001	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Psychromonas sp. CNPT3	314282	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000
Enterobacter cloacae complex sp. ECNIH7	1915310	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Virgibacillus halodenitrificans	1482	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas azotoformans	47878	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	46	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. MYb193	1827300	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	607	0.00011	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	87	0.00002	43	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000
Chryseobacterium gallinarum	1324352	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	77	0.00002	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage TP901-1	35345	S	0	0.00000	708	0.00040	1122	0.00124	0	0.00000	0	0.00000	0	0.00000	69	0.00001	41	0.00000	1171	0.00011	662	0.00013	0	0.00000	0	0.00000	0	0.00000	9870	0.00249	3692	0.00236	0	0.00000	0	0.00000	0	0.00000	1070	0.00028	1793	0.00028
Sporosarcina ureae	1571	S	0	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardia brasiliensis	37326	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pandoraea norimbergensis	93219	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	266	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microlunatus phosphovorus	29405	S	25	0.00002	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	26	0.00001	47	0.00002	0	0.00000	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000
Acinetobacter sp. NCu2D-2	1608473	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	151	0.00001	214	0.00004	0	0.00000	0	0.00000	0	0.00000	52	0.00001	23	0.00001	0	0.00000	0	0.00000	0	0.00000	78	0.00002	115	0.00002
Halomonas campaniensis	213554	S	0	0.00000	0	0.00000	0	0.00000	260	0.00011	65	0.00003	269	0.00009	50438	0.00902	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001	15	0.00001	0	0.00000	158	0.00008	0	0.00000	0	0.00000	0	0.00000
Jeotgalibacillus malaysiensis	1508404	S	0	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Amycolatopsis sp. AA4	1896961	S	35	0.00002	26	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00001	16	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylococcus pettenkoferi	170573	S	14	0.00001	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterococcus hirae	1354	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00001	51	0.00000	87	0.00001	80	0.00002	0	0.00000	0	0.00000	0	0.00000	26	0.00001	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylococcus pasteuri	45972	S	81	0.00006	60	0.00003	39	0.00004	35	0.00002	68	0.00003	68	0.00002	68	0.00001	374	0.00002	158	0.00002	21	0.00000	24	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00007	32	0.00002	0	0.00000	0	0.00000	0	0.00000
Streptococcus gordonii	1302	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000
Fischerella sp. NIES-3754	1752063	S	0	0.00000	0	0.00000	17	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	21	0.00001	22	0.00001	0	0.00000	63	0.00028	30	0.00002	67	0.00006	22	0.00001	12	0.00000
Corynebacterium epidermidicanis	1050174	S	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aerococcus viridans	1377	S	0	0.00000	26	0.00001	0	0.00000	31	0.00001	314	0.00013	220	0.00008	734	0.00013	0	0.00000	834	0.00008	629	0.00012	0	0.00000	0	0.00000	0	0.00000	854	0.00022	481	0.00031	0	0.00000	0	0.00000	0	0.00000	56	0.00001	80	0.00001
Curtobacterium sp. MR_MD2014	1561023	S	0	0.00000	10	0.00001	0	0.00000	19	0.00001	10	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00002	54	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chryseobacterium glaciei	1685010	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lelliottia amnigena	61646	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	146445	0.03699	188544	0.12035	0	0.00000	0	0.00000	0	0.00000	24	0.00001	130	0.00002
Staphylococcus sp. AntiMn-1	1715860	S	4388	0.00309	15052	0.00848	7164	0.00793	9827	0.00434	15103	0.00610	20751	0.00731	2556	0.00046	17306	0.00104	9383	0.00089	4566	0.00088	1124	0.00075	211	0.00006	207	0.00007	214	0.00005	309	0.00020	1935	0.00870	12402	0.00641	2264	0.00205	1033	0.00027	3270	0.00050
Acinetobacter pittii	48296	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	733	0.00007	1155	0.00022	0	0.00000	0	0.00000	0	0.00000	369	0.00009	220	0.00014	0	0.00000	0	0.00000	0	0.00000	295	0.00008	469	0.00007
Actinoalloteichus hoggarensis	1470176	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingopyxis sp. MG	1866325	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacter sp. HK169	1868135	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus sp. D1501	2108362	S	0	0.00000	0	0.00000	0	0.00000	19	0.00001	42	0.00002	54	0.00002	28	0.00001	0	0.00000	971	0.00009	186	0.00004	0	0.00000	0	0.00000	0	0.00000	15	0.00000	14	0.00001	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000
Lactococcus phage 949	881953	S	0	0.00000	223	0.00013	523	0.00058	0	0.00000	0	0.00000	0	0.00000	43	0.00001	0	0.00000	11059	0.00105	12903	0.00248	0	0.00000	0	0.00000	0	0.00000	39	0.00001	28	0.00002	0	0.00000	0	0.00000	0	0.00000	3467	0.00092	12217	0.00188
Pseudomonas mendocina	300	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00001	0	0.00000	0	0.00000	164	0.00008	12	0.00001	0	0.00000	11	0.00000
Psychrobacter arcticus	334543	S	0	0.00000	30	0.00002	19	0.00002	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	150	0.00004	33	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus brevis	1580	S	40	0.00003	0	0.00000	3932	0.00435	2083	0.00092	3604	0.00145	3962	0.00140	3252	0.00058	329	0.00002	19238	0.00183	1764	0.00034	16	0.00001	0	0.00000	29	0.00001	279121	0.07049	76899	0.04909	11	0.00005	0	0.00000	0	0.00000	25493	0.00673	12547	0.00193
Providencia rettgeri	587	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2421	0.00043	0	0.00000	444	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mongoose feces-associated gemycircularvirus c	1634488	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylococcus nepalensis	214473	S	1377	0.00097	7954	0.00448	5572	0.00617	8989	0.00397	12119	0.00489	16001	0.00563	3352	0.00060	13067	0.00079	10663	0.00102	7599	0.00146	340	0.00023	76	0.00002	55	0.00002	213	0.00005	183	0.00012	635	0.00285	4008	0.00207	650	0.00059	606	0.00016	1304	0.00020
Agrobacterium fabrum	1176649	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Lactococcus phage P087	641487	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	54	0.00001	79	0.00001
Staphylococcus lutrae	155085	S	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00001	0	0.00000	0	0.00000	0	0.00000
Rhodococcus hoagii	43767	S	0	0.00000	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	40	0.00001	56	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus thermophilus	1308	S	0	0.00000	467	0.00026	463	0.00051	113	0.00005	375	0.00015	306	0.00011	181596	0.03248	2292	0.00014	20164	0.00192	7692	0.00148	0	0.00000	0	0.00000	0	0.00000	7059	0.00178	4243	0.00271	13	0.00006	0	0.00000	0	0.00000	8581	0.00227	11784	0.00182
Lentibacillus amyloliquefaciens	1472767	S	0	0.00000	60	0.00003	0	0.00000	46	0.00002	192	0.00008	116	0.00004	16	0.00000	10	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00001	13	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus gallinarum	52242	S	24	0.00002	20	0.00001	81	0.00009	94	0.00004	261	0.00011	363	0.00013	19	0.00000	512	0.00003	618	0.00006	199	0.00004	0	0.00000	0	0.00000	0	0.00000	84	0.00002	83	0.00005	0	0.00000	0	0.00000	0	0.00000	154	0.00004	113	0.00002
Kushneria konosiri	698828	S	0	0.00000	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. JY-Q	1338689	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Citrobacter sp. FDAARGOS_156	1702170	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	173	0.00002	229	0.00004	0	0.00000	0	0.00000	0	0.00000	45	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	59	0.00001
Staphylococcus argenteus	985002	S	12	0.00001	104	0.00006	81	0.00009	179	0.00008	112	0.00005	217	0.00008	140	0.00003	172	0.00001	71	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	40	0.00002	0	0.00000	0	0.00000	0	0.00000
Psychrobacter sp. YP14	2203895	S	0	0.00000	20	0.00001	12	0.00001	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	129	0.00003	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardioides sp. 78	2045452	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Klebsiella michiganensis	1134687	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	44	0.00001	0	0.00000	0	0.00000	0	0.00000	902	0.00023	467	0.00030	0	0.00000	0	0.00000	0	0.00000	20	0.00001	25	0.00000
Corynebacterium halotolerans	225326	S	34	0.00002	21	0.00001	0	0.00000	11	0.00000	13	0.00001	10	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00002	46	0.00001	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus ginsenosidimutans	1007676	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	568	0.00005	308	0.00006	0	0.00000	0	0.00000	0	0.00000	537	0.00014	16	0.00001	0	0.00000	0	0.00000	0	0.00000	115	0.00003	0	0.00000
Delftia tsuruhatensis	180282	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phytobacter sp. SCO41	1756993	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	14	0.00000
Staphylococcus virus JD7	1924729	S	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus australis	113107	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001	36	0.00001
Salegentibacter sp. T436	1729720	S	0	0.00000	0	0.00000	0	0.00000	33	0.00001	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardia cyriacigeorgica	135487	S	0	0.00000	0	0.00000	0	0.00000	17	0.00001	14	0.00001	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	27	0.00001	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodococcus ruber	1830	S	66	0.00005	154	0.00009	37	0.00004	37	0.00002	53	0.00002	29	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	77	0.00005	129	0.00004	59	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium variabile	1727	S	53	0.00004	136	0.00008	43	0.00005	1085	0.00048	2887	0.00117	298	0.00010	17607	0.00315	494	0.00003	170925	0.01629	2948	0.00057	422	0.00028	981	0.00027	1215	0.00039	92615	0.02339	15811	0.01009	10	0.00004	202	0.00010	12	0.00001	403	0.00011	111	0.00002
Enterococcus cecorum	44008	S	0	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	0	0.00000	40	0.00001	0	0.00000	37	0.00000	52	0.00001	0	0.00000	0	0.00000	0	0.00000	93	0.00002	50	0.00003	0	0.00000	0	0.00000	0	0.00000	21	0.00001	22	0.00000
Marinobacter salarius	1420917	S	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	19	0.00001	139	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00001	0	0.00000	0	0.00000	0	0.00000
